ID,名称,経度,緯度
1688,円光寺第２公園（指定避難場所）,136.63499199999998,36.531723
1689,窪伏見台公園（指定避難場所）,136.639652,36.52689
1690,高尾中央公園（指定避難場所）,136.630392,36.521395
1695,寺地なかよし公園（指定避難場所）,136.63797399999999,36.533417
1696,寺地みんなの広場（指定避難場所）,136.644028,36.535459
1697,寺地いなほ公園（指定避難場所）,136.635598,36.536928
1698,金沢南総合運動公園（指定避難場所）,136.642686,36.538962
1705,清泉公園（指定避難場所）,136.636007,36.546881
1706,横川児童公園（指定避難場所）,136.630229,36.539209
1707,有松たつあがり公園（指定避難場所）,136.64035900000002,36.540828999999995
1708,有松児童遊園（指定避難場所）,136.636787,36.54038
1713,いなほふれあい公園（指定避難場所）,136.582702,36.552509
1714,神野東公園（指定避難場所）,136.60016000000002,36.56388
1715,上荒屋１丁目くすのき公園（指定避難場所）,136.592041,36.547743
1716,矢木第１児童公園（指定避難場所）,136.59338400000001,36.560285
1717,上荒屋もくれん公園（指定避難場所）,136.588716,36.553290000000004
1719,上荒屋つばき公園（指定避難場所）,136.58992800000001,36.550429
1722,八日市出町ふるみや公園（指定避難場所）,136.608354,36.552779
1723,古府町第１児童公園（指定避難場所）,136.610672,36.559692
1724,西金児童公園（指定避難場所）,136.615508,36.554066999999996
1725,チカモリ遺跡公園（指定避難場所）,136.604784,36.556092
1726,西部中央公園（指定避難場所）,136.615923,36.557194
1727,新保本町中央公園（指定避難場所）,136.60216499999999,36.55203
1728,新保本町ふれあい公園（指定避難場所）,136.602898,36.558811
1729,市西金沢テニスコート（指定避難場所）,136.611535,36.554588
1733,八日市住吉中央公園（指定避難場所）,136.608472,36.543696000000004
1734,八日市ケヤキ児童公園（指定避難場所）,136.60988,36.550737
1735,八日市ｱﾒﾘｶﾌｳ児童公園（指定避難場所）,136.609928,36.547854
1736,押野松の木公園（指定避難場所）,136.613868,36.548014
1739,糸田第２児童公園（指定避難場所）,136.622957,36.559243
1745,保古東公園（指定避難場所）,136.621426,36.558292
1746,高畠第２児童公園（指定避難場所）,136.612868,36.570837
1747,米丸中央公園（指定避難場所）,136.616522,36.570389
1748,伏見川中央公園（指定避難場所）,136.61827,36.563133
1749,黒田児童公園（指定避難場所）,136.61564099999998,36.561367
1750,玉鉾公園（指定避難場所）,136.622633,36.573570000000004
1751,あすなろの森（指定避難場所）,136.623852,36.562847
1756,こなん水辺公園（指定避難場所）,136.66425,36.632568
1757,瑞樹西公園（指定避難場所）,136.66674,36.622979
1758,湊２丁目水鳥公園（指定避難場所）,136.64781299999999,36.636224
1759,みなと新婚の森（指定避難場所）,136.64828400000002,36.634368
1760,瑞樹中央公園（指定避難場所）,136.671946,36.62187
1761,湊１丁目公園（指定避難場所）,136.65753,36.640035
1763,木越中央公園（指定避難場所）,136.667181,36.619572
1766,松寺中央公園（指定避難場所）,136.651757,36.602376
1767,城北市民運動公園（指定避難場所）,136.657704,36.597474
1768,城北市民テニスコート（指定避難場所）,136.65612099999998,36.601582
1770,木谷公園（指定避難場所）,136.631218,36.625254999999996
1771,粟崎町４丁目児童公園（指定避難場所）,136.621717,36.634055
1772,粟崎第１公園（指定避難場所）,136.621164,36.626639000000004
1773,粟崎中央公園（指定避難場所）,136.626171,36.630502
1777,湊３丁目公園（指定避難場所）,136.63603899999998,36.624846000000005
1778,大友なぎさ公園（指定避難場所）,136.626494,36.599695000000004
1779,鞍月磯のひろば公園（指定避難場所）,136.621956,36.597262
1780,鞍月広場（指定避難場所）,136.62082900000001,36.599175
1781,戸水船のひろば公園（指定避難場所）,136.620425,36.603303000000004
1782,直江北公園（指定避難場所）,136.633777,36.615479
1783,戸水公園（指定避難場所）,136.62383,36.608193
1784,鞍月中央公園（指定避難場所）,136.634596,36.610771
1788,北間町公園（指定避難場所）,136.634587,36.622492
1789,三口町第１児童公園（指定避難場所）,136.63983100000002,36.608018
1790,湊運動公園（指定避難場所）,136.646503,36.633507
1791,北間町西公園（指定避難場所）,136.638097,36.621208
1792,湊２丁目釣公園（指定避難場所）,136.647018,36.635298
1797,諸江町下丁ふれあい公園（指定避難場所）,136.646875,36.600458
1798,北安江２丁目公園（指定避難場所）,136.649381,36.586214
1799,割出町公園（指定避難場所）,136.6399,36.602511
1800,駅西第２児童公園（指定避難場所）,136.64668899999998,36.585532
1801,問屋町緑地（指定避難場所）,136.638293,36.606132
1802,問屋児童公園（指定避難場所）,136.63916799999998,36.607690000000005
1804,諸江児童公園（指定避難場所）,136.64207,36.593025
1809,御所さくら公園（指定避難場所）,136.69662399999999,36.580552000000004
1810,御所ひがし公園（指定避難場所）,136.700178,36.58115
1811,御所にし公園（指定避難場所）,136.697383,36.581895
1812,御所かつら公園（指定避難場所）,136.69236,36.580801
1813,山王町第４児童公園（指定避難場所）,136.70441100000002,36.573446999999994
1814,山王町第２児童公園（指定避難場所）,136.696755,36.575971
1818,法光寺運動広場（指定避難場所）,136.68485,36.601805
1819,福久南ほたる公園（指定避難場所）,136.678925,36.611343
1820,福久中央公園（指定避難場所）,136.679416,36.617294
1821,福久かねと公園（指定避難場所）,136.68196,36.619381
1822,横枕はすの里公園（指定避難場所）,136.67748500000002,36.607027
1823,福久わんぱく公園（指定避難場所）,136.678642,36.614216
1824,荒屋八幡公園（指定避難場所）,136.685192,36.616188
1825,法光寺ふれあい公園（指定避難場所）,136.681898,36.604622
1826,疋田中央公園（指定避難場所）,136.6733,36.602014000000004
1827,東インター公園（指定避難場所）,136.672979,36.604718
1830,城北中央公園（指定避難場所）,136.67382,36.589787
1831,小坂白蓮公園（指定避難場所）,136.6793,36.585826000000004
1832,神宮寺運動公園（指定避難場所）,136.666449,36.586651
1833,神宮寺桜児童公園（指定避難場所）,136.668063,36.587652
1834,神谷内児童公園（指定避難場所）,136.689123,36.598692
1835,東金沢スポーツ広場（指定避難場所）,136.670766,36.593807
1840,卯辰山公園（指定避難場所）,136.678474,36.572921
1842,鳴和台桜丘公園（指定避難場所）,136.678962,36.580878000000006
1843,鳴和憩いの広場（指定避難場所）,136.67813700000002,36.580151
1841,鳴和台市民公園（指定避難場所）,136.67996599999998,36.576989000000005
1867,神保緑地（指定避難場所）,136.642132,36.569904
1851,元町第３児童公園（指定避難場所）,136.663207,36.580615
1852,浅野本町第３児童公園（指定避難場所）,136.657693,36.584590000000006
1853,浅野本町第２児童公園（指定避難場所）,136.660849,36.584284999999994
1857,子来町さくら公園（指定避難場所）,136.671863,36.572069
1858,子来町緑地（指定避難場所）,136.669258,36.57266
1864,堀川新町公園（指定避難場所）,136.65098400000002,36.580991
1865,此花町緑地（指定避難場所）,136.652298,36.577417
1868,穴水町児童公園（指定避難場所）,136.648156,36.568944
1869,玉川公園（指定避難場所）,136.650909,36.569072
1874,大和町防災拠点広場（指定避難場所）,136.639241,36.570143
1878,松ヶ枝緑地（指定避難場所）,136.652921,36.56947
1880,長町緑地（指定避難場所）,136.649927,36.562791
1885,天神町緑地（指定避難場所）,136.674404,36.560204
1887,田井町第１児童公園（指定避難場所）,136.679226,36.560525
1892,常盤町緑地（指定避難場所）,136.673498,36.567463000000004
1894,郡家山公園（指定避難場所）,136.685814,36.559838
1895,鈴見しょうぶ公園（指定避難場所）,136.683827,36.559712
1896,鈴見児童公園（指定避難場所）,136.686821,36.562065999999994
1897,鈴見台第２児童公園（指定避難場所）,136.68438500000002,36.56394
1907,本多の森公園（指定避難場所）,136.66223300000001,36.559332
1908,本多公園（指定避難場所）,136.660748,36.559134
1914,泉野出町第３児童公園（指定避難場所）,136.652227,36.535715
1915,平和町第１児童公園（指定避難場所）,136.66218,36.538973
1916,長坂台児童公園（指定避難場所）,136.652649,36.532431
1917,長坂みはらし公園（指定避難場所）,136.656258,36.535173
1922,泉野出町第２児童公園（指定避難場所）,136.656056,36.539398
1923,泉野出町第１公園（指定避難場所）,136.650923,36.53754
1930,西大桑町児童公園（指定避難場所）,136.671072,36.54017
1931,平和町公園（指定避難場所）,136.665359,36.541144
1932,つつじが丘児童公園（指定避難場所）,136.679069,36.527427
1937,白菊町緑地（指定避難場所）,136.646507,36.560004
1938,神田町児童公園（指定避難場所）,136.63728799999998,36.56227
1939,神泉児童公園（指定避難場所）,136.63529599999998,36.559501000000004
1940,中村町児童公園（指定避難場所）,136.644077,36.56135
1943,泉が丘おあしす広場（指定避難場所）,136.6487,36.543945
1944,弥生さくら公園（指定避難場所）,136.644205,36.549087
1953,諸江町上丁ゆうあい公園（指定避難場所）,136.648023,36.594143
1956,田上郷公園（指定避難場所）,136.693975,36.544294
1957,田上本町高嶋公園（指定避難場所）,136.696694,36.5378
1959,四十万きずな広場（指定避難場所）,136.62373,36.507023
1960,田上桜の道公園（指定避難場所）,136.688669,36.548083
1968,三池はすの里公園（指定避難場所）,136.668946,36.597369
1969,三池はすのみ公園（指定避難場所）,136.672851,36.596241
2039,田上本町馬場公園（指定避難場所）,136.698963,36.532068
2040,田上本町朝霧公園（指定避難場所）,136.6934,36.534585
1498,三谷公民館（指定避難場所）,136.737368,36.596767
1525,俵公民館（指定避難場所）,136.725022,36.53441
1542,田上公民館（指定避難場所）,136.69206699999998,36.545415999999996
1549,金沢辰巳丘高校（指定避難場所）,136.69098400000001,36.520514
1570,金沢美術工芸大学（指定避難場所）,136.67731,36.556157
1571,北陸学院高校（指定避難場所）,136.66716200000002,36.559441
1572,金沢商業高校（指定避難場所）,136.679398,36.553168
1703,金沢伏見高校（指定避難場所）,136.62788500000002,36.549371
1710,金沢高校（指定避難場所）,136.63521,36.550414
1753,西部市民憩いの家（指定避難場所）,136.619252,36.563213
1837,星稜高校（指定避難場所）,136.682477,36.585023
1848,金沢桜丘高校（指定避難場所）,136.678233,36.584311
1876,長土塀公民館（指定避難場所）,136.64588600000002,36.567145000000004
1910,遊学館高校（指定避難場所）,136.66071000000002,36.555479
1911,県立工業高校（指定避難場所）,136.662596,36.556175
1918,金沢大学人間社会学域学校教育学類附属高等学校（指定避難場所）,136.664171,36.538934999999995
1919,金沢大学人間社会学域学校教育学類附属中学校（指定避難場所）,136.665458,36.537978
1920,金沢大学人間社会学域学校教育学類附属小学校（指定避難場所）,136.665919,36.536875
1926,金沢二水高校（指定避難場所）,136.65838300000001,36.541333
1927,金沢泉丘高校（指定避難場所）,136.649015,36.538653000000004
1948,野町公民館（指定避難場所）,136.64740600000002,36.553143
1949,金沢中央高校（指定避難場所）,136.639015,36.554034
1951,長土塀交流館（指定避難場所）,136.64588600000002,36.567227
1963,北陸学院小学校（指定避難場所）,136.67191200000002,36.517936
1965,北陸大学（指定避難場所）,136.70751,36.525431
1966,金沢大学角間キャンパス（指定避難場所）,136.709877,36.548753999999995
1700,金沢錦丘高校・中学校（指定避難場所）,136.641693,36.530401
1967,金沢大学鶴間キャンパス（指定避難場所）,136.675021,36.556565
1499,三谷小学校（指定避難場所）,136.73595500000002,36.595839
1500,薬師谷公民館（指定避難場所）,136.70866,36.608065
1501,不動寺小学校（指定避難場所）,136.708621,36.608453999999995
1507,金沢向陽高校（指定避難場所）,136.686892,36.624178
1508,湖南公民館（指定避難場所）,136.68608899999998,36.633183
1509,旧上平小学校（指定避難場所）,136.77383899999998,36.627772
1511,花園公民館（指定避難場所）,136.707671,36.633483
1512,花園小学校（指定避難場所）,136.708209,36.632644
1517,森本公民館（指定避難場所）,136.693325,36.616718
1518,金沢北陵高校（指定避難場所）,136.692459,36.607317
1519,森本中学校（指定避難場所）,136.69160300000001,36.615833
1520,森本小学校（指定避難場所）,136.693039,36.622793
1521,医王山公民館（指定避難場所）,136.76195900000002,36.562139
1522,医王山中学校（指定避難場所）,136.75984499999998,36.555637
1523,医王山小学校（指定避難場所）,136.75984499999998,36.555637
1527,東浅川小学校（指定避難場所）,136.706379,36.51879
1543,田上小学校（指定避難場所）,136.692984,36.546169
1544,杜の里小学校（指定避難場所）,136.686323,36.55742
1545,芝原中学校（指定避難場所）,136.753296,36.491809
1546,湯涌小学校（指定避難場所）,136.753296,36.491809
1550,犀生中学校（指定避難場所）,136.700255,36.514507
1552,犀川小学校（指定避難場所）,136.698041,36.511509999999994
1554,内川公民館（指定避難場所）,136.67496,36.509824
1555,内川中学校（指定避難場所）,136.676113,36.504466
1556,内川小学校（指定避難場所）,136.676113,36.504466
1565,城東市民体育館（指定避難場所）,136.69126699999998,36.524789
1566,南小立野小学校（指定避難場所）,136.681246,36.537231
1568,崎浦公民館（指定避難場所）,136.680462,36.546794
1569,小立野公民館（指定避難場所）,136.679032,36.550971000000004
1574,小立野小学校（指定避難場所）,136.678696,36.551538
1575,大野町公民館（指定避難場所）,136.602882,36.610865000000004
1576,大野町小学校（指定避難場所）,136.60336,36.610354
1579,金石町公民館（指定避難場所）,136.594367,36.604305
1580,金石中学校（指定避難場所）,136.597081,36.600186
1585,大徳公民館（指定避難場所）,136.609935,36.59234
1586,大徳中学校（指定避難場所）,136.60738,36.590407
1587,木曳野小学校（指定避難場所）,136.60386599999998,36.597811
1592,金沢西高校（指定避難場所）,136.617904,36.596728000000006
1593,市立工業高校（指定避難場所）,136.615654,36.592484000000006
1594,大徳小学校（指定避難場所）,136.610027,36.591196000000004
1605,安原公民館（指定避難場所）,136.580432,36.567884
1606,尾山台高校（指定避難場所）,136.586286,36.566390000000006
1607,緑中学校（指定避難場所）,136.58411999999998,36.570381
1608,安原小学校（指定避難場所）,136.579822,36.567112
1618,二塚公民館（指定避難場所）,136.597176,36.572778
1619,緑小学校（指定避難場所）,136.590808,36.570126
1624,西公民館（指定避難場所）,136.64058300000002,36.586902
1625,西小学校（指定避難場所）,136.636825,36.592415
1638,長田中学校（指定避難場所）,136.629128,36.585147
1639,戸板小学校（指定避難場所）,136.622468,36.579152
1644,長田町公民館（指定避難場所）,136.642986,36.575882
1645,長田町小学校（指定避難場所）,136.6421,36.575357000000004
1656,扇台公民館（指定避難場所）,136.624092,36.522124
1657,扇台小学校（指定避難場所）,136.625436,36.522923999999996
1663,四十万小学校（指定避難場所）,136.617579,36.502931
1674,鶴寿園（指定避難場所）,136.629528,36.509803000000005
1675,額谷ふれあい体育館（指定避難場所）,136.62993600000001,36.509409000000005
1676,額公民館（指定避難場所）,136.624167,36.510864
1677,額中学校（指定避難場所）,136.62332,36.511353
1678,額小学校（指定避難場所）,136.62186699999998,36.510489
1691,伏見台公民館（指定避難場所）,136.638018,36.525937
1693,伏見台小学校（指定避難場所）,136.637924,36.526893
1699,富樫公民館（指定避難場所）,136.64725900000002,36.528432
1701,富樫小学校（指定避難場所）,136.645712,36.529476
1702,米泉公民館（指定避難場所）,136.62651,36.550525
1704,米泉小学校（指定避難場所）,136.627927,36.545563
1709,三馬公民館（指定避難場所）,136.63456000000002,36.542116
1711,清泉中学校（指定避難場所）,136.63624,36.547902
1712,三馬小学校（指定避難場所）,136.633621,36.543585
1720,三和公民館（指定避難場所）,136.593355,36.553753
1721,三和小学校（指定避難場所）,136.596713,36.557878
1732,西南部小学校（指定避難場所）,136.60836799999998,36.555475
1730,西南部公民館（指定避難場所）,136.61219499999999,36.554784000000005
1737,押野公民館（指定避難場所）,136.60859,36.546093
1738,押野小学校（指定避難場所）,136.609396,36.54594
1742,新神田公民館（指定避難場所）,136.635623,36.563997
1743,高岡中学校（指定避難場所）,136.636217,36.565461
1744,新神田小学校（指定避難場所）,136.634937,36.565363
1752,西部市民体育会館（指定避難場所）,136.619833,36.562934999999996
1754,米丸公民館（指定避難場所）,136.618266,36.565138
1755,米丸小学校（指定避難場所）,136.619971,36.565682
1764,大浦公民館（指定避難場所）,136.650469,36.625894
1765,大浦小学校（指定避難場所）,136.653287,36.623281
1769,松寺公民館（指定避難場所）,136.65195400000002,36.603896999999996
1775,粟崎小学校（指定避難場所）,136.624622,36.621217
1776,ものづくり会館（指定避難場所）,136.620258,36.62846
1786,港中学校（指定避難場所）,136.628083,36.609821000000004
1794,浅野川市民体育館（指定避難場所）,136.63988500000002,36.61484
1795,浅野川公民館（指定避難場所）,136.639571,36.615365000000004
1796,浅野川小学校（指定避難場所）,136.641726,36.621053
1805,諸江公民館（指定避難場所）,136.641505,36.590668
1806,浅野川中学校（指定避難場所）,136.649032,36.602628
1807,諸江町小学校（指定避難場所）,136.64793,36.588649
1815,千寿閣（指定避難場所）,136.689192,36.56763
1816,夕日寺公民館（指定避難場所）,136.705605,36.572715
1817,夕日寺小学校（指定避難場所）,136.692366,36.577568
1828,千坂公民館（指定避難場所）,136.674127,36.605795
1829,千坂小学校（指定避難場所）,136.674977,36.605736
1836,小坂公民館（指定避難場所）,136.67568899999998,36.593443
1838,北鳴中学校（指定避難場所）,136.676222,36.595254
1839,小坂小学校（指定避難場所）,136.677683,36.590108
1845,鳴和台市民体育会館（指定避難場所）,136.67916100000002,36.577040000000004
1846,城北市民体育館（指定避難場所）,136.669875,36.587540999999995
1847,森山公民館（指定避難場所）,136.669017,36.579398
1849,鳴和中学校（指定避難場所）,136.67138899999998,36.586661
1850,森山町小学校（指定避難場所）,136.667576,36.578565000000005
1854,浅野町公民館（指定避難場所）,136.665312,36.586739
1860,馬場公民館（指定避難場所）,136.665101,36.574477
1861,馬場小学校（指定避難場所）,136.66548999999998,36.574663
1862,瓢箪町公民館（指定避難場所）,136.657413,36.575801
1863,明成小学校（指定避難場所）,136.657166,36.576904
1866,此花公民館（指定避難場所）,136.65195500000002,36.577193
1870,玉川苑（指定避難場所）,136.65003000000002,36.571996
1871,芳斎公民館（指定避難場所）,136.64985,36.572038
1872,中央小学校芳斎分校（指定避難場所）,136.649105,36.572524
1875,中央市民体育館（指定避難場所）,136.645581,36.566611
1879,松ヶ枝公民館（指定避難場所）,136.652844,36.569885
1881,中央公民館長町館（指定避難場所）,136.650153,36.563153
1882,長町公民館（指定避難場所）,136.649214,36.563425
1883,中央小学校（指定避難場所）,136.650725,36.567183
1888,味噌蔵町公民館（指定避難場所）,136.665274,36.56648
1889,兼六中学校（指定避難場所）,136.68026799999998,36.559645
1890,小将町中学校（指定避難場所）,136.66468500000002,36.564375
1899,材木公民館（指定避難場所）,136.667532,36.566961
1900,材木町小学校（指定避難場所）,136.667968,36.567316
1902,菊川町公民館（指定避難場所）,136.659961,36.551373999999996
1903,城南中学校（指定避難場所）,136.674374,36.543675
1904,菊川町小学校（指定避難場所）,136.661597,36.550315999999995
1909,新竪町公民館（指定避難場所）,136.65686100000002,36.555979
1912,新竪町小学校（指定避難場所）,136.656858,36.555707
1921,長坂台小学校（指定避難場所）,136.65751699999998,36.535006
1924,城南市民体育館（指定避難場所）,136.656708,36.544314
1925,市総合体育館（指定避難場所）,136.650051,36.539911
1928,泉野小学校（指定避難場所）,136.654245,36.542714000000004
1933,万寿苑（指定避難場所）,136.67701,36.525252
1934,城南公民館（指定避難場所）,136.661158,36.541761
1935,野田中学校（指定避難場所）,136.657636,36.544247
1936,十一屋小学校（指定避難場所）,136.660911,36.545327
1941,中村町公民館（指定避難場所）,136.641945,36.559467
1942,中村町小学校（指定避難場所）,136.64205900000002,36.560983
1945,弥生公民館（指定避難場所）,136.644678,36.549385
1946,泉中学校（指定避難場所）,136.645262,36.549168
2017,金沢海みらい図書館（指定避難場所）,136.60429399999998,36.594339
2023,いしかわ総合スポーツセンター（指定避難場所）,136.59841799999998,36.579184000000005
2035,金石町小学校（指定避難場所）,136.598879,36.608755
2038,金沢勤労者プラザ（指定避難場所）,136.646472,36.583216
1578,松寿荘（指定避難場所）,136.59951,36.607993
1637,戸板公民館（指定避難場所）,136.633686,36.579384000000005
1692,高尾台中学校（指定避難場所）,136.634261,36.522918
1731,西南部中学校（指定避難場所）,136.606179,36.552698
